driver_id,ts,lat,lon,speed_kph,accel_mps2,brake_mps2,heading_deg,odometer_km,phone_use,road_type,weather_code
D_008,2025-10-04T02:44:56.713832Z,42.88477,-79.095657,92.17,1.48,-0.97,234.6,28778.62,0,highway,CLR
D_075,2025-10-03T23:03:56.713832Z,43.052238,-78.777003,88.58,0.8,-1.06,6.0,45173.12,0,highway,CLR
D_049,2025-10-04T00:30:56.713832Z,42.937211,-78.724788,56.45,1.04,-0.06,316.3,40257.71,0,rural,RAN
D_073,2025-10-04T01:49:56.713832Z,43.042881,-78.646185,49.38,-0.05,3.2,25.5,45887.95,0,city,CLR
D_030,2025-10-03T23:06:56.713832Z,42.962241,-78.781697,94.84,-1.18,0.02,14.8,34445.17,0,highway,CLR
D_007,2025-10-03T22:10:56.713832Z,42.941791,-78.77974,94.82,0.78,1.57,334.1,36182.33,0,highway,CLR
D_076,2025-10-03T21:47:56.713832Z,42.960419,-78.852266,93.95,-0.84,1.19,235.6,30175.55,0,highway,RAN
D_073,2025-10-04T03:21:56.713832Z,43.005139,-78.55244,104.24,1.08,-0.09,103.7,45982.68,0,highway,CLR
D_056,2025-10-04T00:54:56.713832Z,42.80735,-78.835802,85.58,-1.45,-1.04,99.1,27659.06,0,rural,CLR
D_024,2025-10-03T23:54:56.713832Z,42.905567,-78.671917,85.21,0.92,-0.49,16.5,20199.53,0,highway,CLR
D_054,2025-10-03T23:40:56.713832Z,42.825754,-78.838402,74.02,1.07,0.98,209.7,3319.06,0,highway,CLR
D_046,2025-10-03T22:58:56.713832Z,42.939843,-78.721817,92.89,-1.84,0.41,331.0,42378.38,0,highway,RAN
D_068,2025-10-04T01:04:56.713832Z,42.896509,-78.88285,106.39,1.1,-3.24,281.8,3810.85,0,highway,SNW
D_020,2025-10-03T22:20:56.713832Z,42.975397,-78.803556,35.48,-0.49,1.57,32.0,5558.32,0,city,RAN
D_093,2025-10-04T03:12:56.713832Z,43.075353,-78.694242,106.49,1.68,-2.83,242.6,24591.38,0,highway,RAN
D_084,2025-10-03T22:23:56.713832Z,42.923878,-78.783331,44.09,-1.64,0.59,318.5,28206.34,0,city,CLR
D_086,2025-10-04T03:00:56.713832Z,43.152209,-78.645913,75.31,0.92,2.7,256.0,15720.17,0,rural,CLR
D_046,2025-10-04T02:05:56.713832Z,42.97853,-78.458894,55.79,-0.66,1.36,19.3,42580.09,0,city,CLR
D_063,2025-10-04T00:53:56.713832Z,42.970408,-79.076683,90.41,-1.25,-1.88,90.2,19505.96,0,highway,RAN
D_026,2025-10-04T03:38:56.713832Z,42.923748,-78.891559,57.73,-1.14,-3.23,151.0,16508.07,0,rural,RAN
D_069,2025-10-04T01:06:56.713832Z,42.958813,-78.891037,37.0,-2.23,0.5,93.6,20018.94,0,city,CLR
D_002,2025-10-03T23:19:56.713832Z,43.047551,-78.957666,62.78,0.56,-2.08,228.0,42022.77,0,rural,CLR
D_059,2025-10-03T22:42:56.713832Z,42.915147,-78.846196,86.39,0.81,-1.34,136.3,38451.93,0,highway,CLR
D_010,2025-10-04T01:07:56.713832Z,42.8004,-78.823776,74.7,0.69,-0.41,322.3,31307.17,0,rural,CLR
D_057,2025-10-03T22:21:56.713832Z,42.951991,-78.770442,32.44,2.59,1.29,154.8,11543.87,0,city,RAN
D_033,2025-10-04T03:16:56.713832Z,42.924899,-79.052738,25.39,-0.23,1.33,86.2,27801.21,0,city,CLR
D_055,2025-10-04T02:04:56.713832Z,43.138791,-78.682165,47.52,0.37,0.68,50.4,23037.19,0,city,CLR
D_067,2025-10-03T21:57:56.713832Z,42.979623,-78.870692,97.05,1.03,2.11,124.8,45087.97,0,highway,RAN
D_029,2025-10-04T00:47:56.713832Z,42.949233,-78.92344,86.45,0.87,0.97,229.4,44644.74,0,highway,CLR
D_054,2025-10-04T02:14:56.713832Z,42.900435,-79.070006,97.14,-1.09,0.06,75.9,3478.97,0,highway,CLR
D_028,2025-10-04T01:54:56.713832Z,43.028581,-78.624099,81.93,0.47,-1.03,63.0,11896.87,0,highway,CLR
D_041,2025-10-03T23:41:56.713832Z,42.964594,-78.955726,25.46,-1.9,-2.32,168.7,4463.89,0,city,RAN
D_023,2025-10-04T01:49:56.713832Z,43.000773,-78.934134,90.88,-0.52,-2.55,164.0,20452.5,0,highway,CLR
D_041,2025-10-04T03:00:56.713832Z,42.936174,-78.978687,74.16,0.45,1.05,138.9,4674.74,0,rural,CLR
D_096,2025-10-04T03:31:56.713832Z,43.102058,-78.664345,34.19,-2.42,2.27,0.8,23397.76,0,city,CLR
D_007,2025-10-04T02:23:56.713832Z,42.987803,-78.847705,88.64,1.98,-2.86,190.2,36458.84,0,highway,CLR
D_064,2025-10-03T22:48:56.713832Z,43.024662,-78.852961,104.65,1.49,0.42,276.6,8875.08,1,highway,CLR
D_078,2025-10-04T00:15:56.713832Z,43.066341,-78.885392,46.35,1.5,-5.86,309.3,2336.98,0,city,CLR
D_091,2025-10-03T22:49:56.713832Z,43.035903,-78.798567,32.74,-1.05,2.4,50.4,43420.11,0,city,CLR
D_015,2025-10-04T00:19:56.713832Z,43.001849,-78.764876,95.37,-0.84,1.07,154.0,37808.05,0,highway,SNW
D_095,2025-10-04T03:33:56.713832Z,42.718282,-78.674759,58.79,-0.88,2.68,279.0,30866.84,0,rural,RAN
D_063,2025-10-04T00:48:56.713832Z,42.967141,-79.086411,88.99,1.35,2.33,21.4,19500.11,0,highway,RAN
D_092,2025-10-04T01:10:56.713832Z,42.80019,-78.78507,45.67,-1.9,-0.42,256.6,12395.15,0,city,CLR
D_024,2025-10-04T03:19:56.713832Z,42.861661,-78.570191,112.7,0.84,-0.63,34.9,20396.41,0,highway,CLR
D_075,2025-10-03T23:26:56.713832Z,43.07962,-78.796319,49.13,0.89,0.51,65.2,45197.92,0,city,RAN
D_000,2025-10-04T03:02:56.713832Z,42.96935,-78.763567,31.79,3.64,-1.64,118.6,14828.75,0,city,CLR
D_039,2025-10-04T00:29:56.713832Z,42.980234,-78.682961,34.11,-0.04,-1.42,294.5,49698.11,0,city,CLR
D_068,2025-10-04T03:07:56.713832Z,42.994706,-79.049857,34.74,1.8,-0.37,345.2,3938.35,0,city,CLR
D_024,2025-10-04T02:46:56.713832Z,42.887322,-78.580469,44.88,0.8,4.35,337.0,20364.33,0,city,CLR
D_036,2025-10-03T23:34:56.713832Z,43.003881,-78.945582,52.58,1.94,-1.93,159.7,36308.66,0,city,CLR
D_081,2025-10-04T01:46:56.713832Z,42.970879,-78.56709,44.94,-0.54,-2.02,252.8,47427.99,0,city,CLR
D_046,2025-10-04T03:26:56.713832Z,43.045419,-78.533861,40.87,0.87,1.03,213.7,42661.11,0,city,RAN
D_094,2025-10-03T23:40:56.713832Z,42.904509,-78.847746,86.82,-0.12,-1.76,326.7,37676.74,0,highway,CLR
D_073,2025-10-04T01:14:56.713832Z,43.060023,-78.737497,35.36,2.24,-2.8,7.5,45849.88,0,city,CLR
D_074,2025-10-04T01:13:56.713832Z,43.042247,-78.540109,49.34,0.98,1.91,281.3,31031.57,0,city,CLR
D_025,2025-10-03T23:47:56.713832Z,43.002811,-78.954156,108.39,1.24,-0.65,106.9,5876.64,0,highway,CLR
D_012,2025-10-03T22:37:56.713832Z,43.017793,-78.846032,60.43,1.07,0.31,67.5,23761.9,0,rural,CLR
D_028,2025-10-03T21:47:56.713832Z,42.976805,-78.778469,76.73,-1.97,-3.58,125.4,11640.76,0,rural,RAN
D_075,2025-10-03T22:02:56.713832Z,42.957122,-78.780593,33.18,0.64,-0.29,24.2,45111.53,0,city,SNW
D_027,2025-10-04T02:16:56.713832Z,43.022647,-78.469327,52.57,0.84,0.74,30.5,43630.59,0,city,CLR
D_015,2025-10-04T02:07:56.713832Z,43.013202,-78.835336,50.89,-1.09,-1.11,190.4,37911.04,0,city,CLR
D_015,2025-10-04T03:23:56.713832Z,43.120778,-78.874976,81.03,2.26,2.79,273.5,37989.93,0,highway,CLR
D_027,2025-10-03T22:52:56.713832Z,43.078188,-78.726539,99.07,-2.43,-0.5,324.5,43414.82,0,highway,CLR
D_033,2025-10-04T02:49:56.713832Z,42.890483,-79.052804,108.86,-1.69,3.31,149.4,27775.0,0,highway,CLR
D_084,2025-10-03T22:02:56.713832Z,42.92267,-78.857945,34.73,2.46,-2.53,197.1,28180.6,0,city,CLR
D_082,2025-10-04T03:28:56.713832Z,42.966834,-78.787962,38.0,0.52,-0.39,71.0,43947.74,1,city,CLR
D_088,2025-10-04T02:47:56.713832Z,43.066022,-79.119611,79.5,-2.34,-1.42,319.2,15891.77,0,rural,CLR
D_098,2025-10-03T23:10:56.713832Z,43.041752,-78.88102,87.01,0.4,1.05,237.7,4124.9,0,highway,RAN
D_093,2025-10-03T23:26:56.713832Z,42.967387,-78.8313,41.29,1.15,1.53,223.1,24351.51,0,city,RAN
D_022,2025-10-03T21:59:56.713832Z,42.918597,-78.834477,47.24,0.48,-0.43,152.1,34046.02,0,city,CLR
D_091,2025-10-03T23:43:56.713832Z,43.032733,-78.87413,38.08,1.62,0.04,141.7,43476.36,1,city,RAN
D_073,2025-10-03T22:45:56.713832Z,43.018617,-78.753709,93.04,-0.21,1.81,110.0,45699.33,0,highway,RAN
D_039,2025-10-04T00:50:56.713832Z,42.991935,-78.69849,41.97,0.07,-0.33,63.1,49718.28,0,city,CLR
D_002,2025-10-04T02:06:56.713832Z,43.049202,-78.758699,40.86,0.37,1.09,113.3,42197.09,0,city,CLR
D_094,2025-10-03T23:16:56.713832Z,42.893362,-78.792089,31.37,2.5,0.86,210.9,37651.37,0,city,CLR
D_054,2025-10-03T23:49:56.713832Z,42.8501,-78.88525,49.86,-0.68,1.11,232.8,3327.15,0,city,CLR
D_060,2025-10-04T01:08:56.713832Z,43.072782,-78.931681,101.78,0.21,-0.06,322.3,4121.11,0,highway,CLR
D_023,2025-10-03T22:24:56.713832Z,43.040239,-78.800573,96.11,0.47,-0.14,49.4,20229.73,0,highway,CLR
D_002,2025-10-04T00:23:56.713832Z,43.069379,-78.856446,47.72,-0.97,-0.31,309.5,42088.16,0,city,CLR
D_037,2025-10-04T03:15:56.713832Z,43.039658,-79.166717,59.77,-1.83,0.83,127.5,3818.48,0,city,RAN
D_068,2025-10-04T02:19:56.713832Z,42.974442,-78.916382,30.59,0.18,-2.22,126.1,3887.89,0,city,CLR
D_054,2025-10-04T02:03:56.713832Z,42.907869,-79.07412,88.56,-1.7,-0.94,4.3,3467.72,0,highway,CLR
D_049,2025-10-04T03:06:56.713832Z,42.940998,-78.794672,84.89,-1.09,0.6,1.8,40425.54,0,highway,CLR
D_091,2025-10-04T00:03:56.713832Z,43.09949,-78.937271,49.77,1.47,-2.29,353.4,43499.73,0,rural,CLR
D_073,2025-10-03T23:40:56.713832Z,43.015555,-78.705554,36.46,0.45,-2.06,214.9,45752.2,0,city,RAN
D_079,2025-10-04T03:26:56.713832Z,42.939204,-78.888091,92.25,0.6,0.0,130.8,29973.25,0,highway,CLR
D_055,2025-10-04T01:40:56.713832Z,43.076059,-78.698339,49.68,1.04,2.5,351.4,23011.04,0,city,CLR
D_078,2025-10-04T00:35:56.713832Z,43.116612,-78.877782,50.38,-0.74,-0.77,40.4,2355.4,0,city,CLR
D_004,2025-10-04T00:26:56.713832Z,42.981319,-78.874284,47.77,-0.43,-1.42,166.0,41181.08,0,city,RAN
D_051,2025-10-04T03:20:56.713832Z,42.937275,-78.564467,48.29,-1.0,-0.61,320.4,10321.27,0,city,RAN
D_048,2025-10-04T02:02:56.713832Z,42.95927,-78.960074,68.69,-0.89,-1.58,91.5,8700.3,0,rural,CLR
D_008,2025-10-03T23:32:56.713832Z,42.922184,-79.0052,26.07,-0.34,0.48,282.9,28576.06,0,city,CLR
D_061,2025-10-04T00:35:56.713832Z,42.956716,-78.844837,52.67,0.04,2.21,43.8,22990.07,0,city,CLR
D_033,2025-10-04T01:44:56.713832Z,42.878856,-79.146327,53.28,1.5,0.13,143.5,27712.16,0,city,CLR
D_049,2025-10-04T00:09:56.713832Z,42.920862,-78.761702,85.77,-0.99,-0.96,51.8,40232.09,0,highway,CLR
D_067,2025-10-03T22:45:56.713832Z,42.942601,-78.955431,65.48,-2.49,-1.44,146.1,45141.01,0,rural,CLR
D_096,2025-10-04T01:47:56.713832Z,42.994709,-78.560747,36.67,-1.23,-1.32,43.6,23286.43,0,city,CLR
D_020,2025-10-04T01:40:56.713832Z,42.935681,-78.911281,82.17,0.96,0.35,250.8,5769.65,0,rural,CLR
D_052,2025-10-04T03:26:56.713832Z,42.963757,-78.738429,51.02,0.65,-1.32,142.7,17408.27,0,city,CLR
D_083,2025-10-04T02:56:56.713832Z,42.986935,-78.616442,38.45,2.08,2.08,90.9,11202.57,0,city,CLR
D_010,2025-10-04T00:07:56.713832Z,42.761868,-78.837607,62.08,-1.25,-0.82,215.6,31244.18,0,city,CLR
D_087,2025-10-03T21:45:56.713832Z,42.933127,-78.815892,102.36,-1.25,-1.24,86.3,33451.52,0,highway,CLR
D_008,2025-10-04T01:19:56.713832Z,43.01724,-79.139117,59.52,0.66,-3.78,312.2,28690.94,0,rural,CLR
D_082,2025-10-03T23:17:56.713832Z,43.016419,-78.787627,91.8,2.72,1.0,16.5,43684.27,0,highway,CLR
D_023,2025-10-03T22:45:56.713832Z,43.046638,-78.739475,32.14,2.24,-0.58,96.2,20251.02,1,city,RAN
D_029,2025-10-04T00:51:56.713832Z,42.95352,-78.925378,35.91,3.41,-0.27,40.7,44647.28,0,city,CLR
D_013,2025-10-04T03:36:56.713832Z,42.596908,-78.733768,104.01,-0.23,2.33,257.0,40063.44,0,highway,RAN
D_008,2025-10-04T02:53:56.713832Z,42.929527,-79.086167,48.34,0.15,1.14,36.4,28786.0,0,city,RAN
D_000,2025-10-04T01:27:56.713832Z,42.94492,-78.851696,87.3,1.1,0.68,180.9,14725.82,0,highway,CLR
D_058,2025-10-04T00:57:56.713832Z,42.990554,-79.091938,86.85,3.43,-0.77,99.7,26977.68,0,highway,CLR
D_063,2025-10-03T23:02:56.713832Z,42.990778,-78.915077,78.84,-1.07,-1.16,172.0,19378.51,0,rural,SNW
D_009,2025-10-04T00:12:56.713832Z,42.882337,-78.985228,24.74,-0.01,2.38,231.7,8587.85,0,city,CLR
D_000,2025-10-04T02:23:56.713832Z,42.996089,-78.844895,97.83,0.3,0.85,20.3,14786.09,0,highway,CLR
D_018,2025-10-03T22:40:56.713832Z,42.97448,-78.937093,82.16,-0.16,4.74,248.8,16678.35,0,highway,RAN
D_014,2025-10-04T01:09:56.713832Z,42.851903,-78.883041,92.67,1.72,-0.67,191.7,9896.71,1,highway,CLR
D_032,2025-10-04T02:43:56.713832Z,43.011746,-78.90142,104.63,1.62,0.05,12.6,31264.11,0,highway,CLR
D_037,2025-10-03T22:35:56.713832Z,42.984933,-79.070885,59.02,-0.25,-0.94,286.0,3532.84,0,city,RAN
D_054,2025-10-03T22:10:56.713832Z,42.919922,-78.821764,87.92,2.68,-0.34,325.4,3219.99,0,highway,CLR
D_021,2025-10-04T01:34:56.713832Z,42.926637,-78.718138,27.77,2.4,-1.91,214.9,28813.47,0,city,CLR
D_093,2025-10-04T01:07:56.713832Z,43.088302,-78.674302,34.62,0.95,0.89,24.2,24463.42,1,city,CLR
D_070,2025-10-04T03:38:56.713832Z,42.969304,-78.724461,38.61,-1.79,1.1,29.5,14025.26,0,city,SNW
D_023,2025-10-04T00:33:56.713832Z,43.073535,-78.895482,88.44,-0.18,2.7,194.0,20369.83,0,highway,RAN
D_011,2025-10-04T01:59:56.713832Z,42.802531,-78.947956,38.89,-1.32,2.03,243.7,31531.84,0,city,CLR
D_057,2025-10-04T00:42:56.713832Z,42.738938,-78.906866,19.29,-0.8,1.36,273.5,11681.71,0,city,RAN
D_014,2025-10-04T00:00:56.713832Z,42.959057,-78.780452,29.16,2.16,-3.45,90.8,9824.08,0,city,CLR
D_000,2025-10-04T00:48:56.713832Z,42.953123,-78.831345,97.07,-0.08,-1.99,135.6,14679.82,0,highway,RAN
D_015,2025-10-04T03:14:56.713832Z,43.103387,-78.892751,99.26,-0.92,2.95,260.1,37981.64,0,highway,RAN
D_021,2025-10-03T22:08:56.713832Z,42.883403,-78.724652,82.59,1.23,-1.55,197.7,28591.72,0,highway,CLR
D_088,2025-10-04T01:52:56.713832Z,43.02452,-79.063295,60.99,1.95,1.28,128.7,15834.74,0,rural,RAN
D_054,2025-10-04T03:09:56.713832Z,42.900398,-79.044918,33.18,1.4,2.03,49.6,3538.74,0,city,CLR
D_044,2025-10-03T23:17:56.713832Z,43.042617,-78.955126,37.63,-0.45,1.15,260.2,31453.23,0,city,RAN
D_040,2025-10-04T01:05:56.713832Z,43.041721,-78.825076,107.02,0.53,2.95,151.3,12617.81,0,highway,CLR
D_091,2025-10-04T00:05:56.713832Z,43.070754,-78.944336,107.33,-1.37,-2.51,167.4,43503.25,1,highway,SNW
D_016,2025-10-03T22:13:56.713832Z,42.956518,-78.933033,37.24,1.29,1.24,267.5,19637.03,1,city,CLR
D_027,2025-10-04T00:27:56.713832Z,43.040213,-78.570262,26.93,0.06,-4.39,79.1,43511.2,0,city,CLR
D_015,2025-10-04T02:48:56.713832Z,43.038626,-78.819388,40.23,-2.22,-0.37,320.8,37954.56,0,city,CLR
D_091,2025-10-04T03:19:56.713832Z,43.069999,-78.999452,44.43,-1.87,1.64,77.4,43691.79,0,city,RAN
D_035,2025-10-04T02:31:56.713832Z,42.972163,-78.546953,77.54,-0.93,-1.08,277.1,5509.88,0,highway,CLR
D_035,2025-10-04T01:43:56.713832Z,42.929283,-78.558864,39.33,-1.17,-2.56,334.0,5460.06,0,city,CLR
D_070,2025-10-04T00:31:56.713832Z,42.920638,-78.823577,45.04,2.45,-3.25,121.4,13835.0,0,city,RAN
D_034,2025-10-03T22:22:56.713832Z,42.940777,-78.85475,57.19,0.22,0.79,61.4,17678.54,0,city,RAN
D_032,2025-10-03T21:49:56.713832Z,42.990831,-78.772866,54.21,0.05,-5.78,349.9,30951.55,0,city,SNW
D_034,2025-10-04T03:00:56.713832Z,42.982804,-78.8465,40.84,2.88,1.02,139.5,17963.52,0,city,CLR
D_079,2025-10-03T23:23:56.713832Z,42.965101,-78.743205,29.29,-2.06,3.46,339.9,29716.32,0,city,CLR
D_001,2025-10-04T01:05:56.713832Z,43.175419,-78.790356,43.18,-1.37,-1.75,259.0,11905.24,1,city,SNW
D_043,2025-10-04T00:50:56.713832Z,42.935824,-78.650372,48.82,1.42,0.95,275.9,6942.11,0,city,CLR
D_066,2025-10-04T02:52:56.713832Z,42.927618,-78.837659,19.12,1.0,-1.66,106.8,24499.05,0,city,CLR
D_060,2025-10-04T00:59:56.713832Z,43.068502,-78.942272,106.47,1.82,0.72,85.2,4110.59,0,highway,CLR
D_049,2025-10-04T01:15:56.713832Z,42.904669,-78.734182,77.42,-1.61,0.69,240.2,40306.38,0,rural,CLR
D_058,2025-10-04T03:34:56.713832Z,42.998065,-79.000785,26.13,0.52,0.09,41.3,27144.78,0,city,CLR
D_003,2025-10-04T01:48:56.713832Z,43.08052,-78.873866,90.9,-0.14,-2.74,101.7,37963.1,0,highway,CLR
D_060,2025-10-04T03:09:56.713832Z,42.990197,-78.681503,87.0,-1.07,-2.57,196.5,4247.62,0,highway,CLR
D_077,2025-10-04T00:14:56.713832Z,42.807261,-78.817895,65.37,3.68,0.62,52.4,5706.59,0,rural,CLR
D_037,2025-10-04T01:04:56.713832Z,43.03523,-79.246644,22.36,1.7,0.22,350.0,3683.8,0,city,CLR
D_019,2025-10-04T01:31:56.713832Z,42.886141,-78.875464,67.93,-0.06,1.6,284.5,9734.85,0,rural,CLR
D_039,2025-10-03T22:09:56.713832Z,43.003605,-78.76476,46.3,2.47,0.98,197.7,49548.12,0,city,CLR
D_032,2025-10-03T21:58:56.713832Z,42.997314,-78.824702,107.32,0.66,-3.01,221.2,30962.47,0,highway,CLR
D_053,2025-10-03T23:43:56.713832Z,42.96703,-78.873048,70.35,-0.25,-0.87,149.9,26704.84,1,rural,RAN
D_088,2025-10-04T01:36:56.713832Z,43.014803,-79.126278,80.73,-0.14,0.21,358.7,15817.2,0,highway,RAN
D_002,2025-10-04T03:38:56.713832Z,43.037402,-78.671121,103.42,0.27,0.98,146.1,42292.55,0,highway,RAN
D_046,2025-10-04T00:18:56.713832Z,42.927444,-78.616182,49.77,2.43,1.23,43.2,42463.32,0,rural,RAN
D_004,2025-10-04T03:27:56.713832Z,43.003272,-78.838521,25.41,0.39,0.57,234.8,41370.56,0,city,CLR
D_094,2025-10-04T01:25:56.713832Z,42.920426,-78.829542,72.69,0.5,-3.33,283.5,37787.44,0,rural,CLR
D_046,2025-10-04T03:14:56.713832Z,43.0396,-78.521111,71.44,-0.66,-3.09,342.1,42649.84,0,rural,RAN
D_093,2025-10-04T00:24:56.713832Z,43.020207,-78.737927,97.81,-0.31,-2.83,99.3,24417.91,0,highway,CLR
D_057,2025-10-04T02:20:56.713832Z,42.677535,-79.006787,97.02,0.6,1.75,158.8,11783.64,0,highway,CLR
D_009,2025-10-03T22:50:56.713832Z,42.893508,-78.874726,88.47,2.5,-4.15,158.9,8506.3,0,highway,CLR
D_094,2025-10-04T02:48:56.713832Z,42.854315,-78.903561,59.21,1.38,0.08,0.5,37876.63,0,rural,CLR
D_055,2025-10-04T01:04:56.713832Z,43.087619,-78.732685,29.36,-0.68,1.35,107.2,22972.5,1,city,CLR
D_045,2025-10-04T00:37:56.713832Z,42.78831,-78.819456,22.86,0.38,1.16,190.2,45403.14,0,city,CLR
D_030,2025-10-03T23:21:56.713832Z,42.928914,-78.693998,65.52,3.1,2.56,302.7,34461.05,0,rural,CLR
D_032,2025-10-03T23:08:56.713832Z,43.074575,-78.954687,94.29,-1.52,1.7,324.3,31039.24,0,highway,CLR
D_086,2025-10-03T21:48:56.713832Z,42.982943,-78.818199,44.11,1.32,-0.21,13.9,15384.22,0,city,RAN
D_033,2025-10-03T23:15:56.713832Z,42.909349,-79.027895,79.25,3.54,-2.83,95.1,27565.5,0,highway,CLR
D_008,2025-10-04T00:04:56.713832Z,42.991957,-79.050923,38.54,1.55,0.63,67.1,28610.18,0,city,CLR
D_099,2025-10-04T00:32:56.713832Z,42.866777,-79.037521,49.73,-2.56,-0.99,265.5,36681.46,0,city,RAN
D_039,2025-10-04T00:59:56.713832Z,42.992538,-78.73581,102.11,-0.6,-0.46,326.4,49727.7,0,highway,CLR
D_025,2025-10-03T21:55:56.713832Z,42.925885,-78.80407,34.4,-2.13,-0.28,263.8,5760.27,0,city,RAN
D_033,2025-10-04T00:18:56.713832Z,42.830247,-79.007339,25.74,1.39,0.87,138.3,27620.86,0,city,CLR
D_050,2025-10-04T00:48:56.713832Z,42.992435,-78.634439,37.6,-1.23,2.31,253.0,10487.49,0,city,CLR
D_065,2025-10-03T21:41:56.713832Z,42.951224,-78.822857,69.34,0.12,0.91,35.3,29986.58,0,rural,CLR
D_072,2025-10-04T01:48:56.713832Z,43.191946,-78.66677,27.72,1.78,-0.71,283.3,30606.57,0,city,RAN
D_086,2025-10-04T01:16:56.713832Z,43.015028,-78.499649,36.47,-1.68,1.55,208.1,15610.76,0,city,CLR
D_057,2025-10-03T23:17:56.713832Z,42.953091,-78.76376,35.26,-0.24,-1.18,181.1,11600.81,0,city,CLR
D_020,2025-10-04T01:49:56.713832Z,42.945289,-78.920549,73.16,-1.06,2.61,55.5,5777.98,0,highway,CLR
D_040,2025-10-03T23:12:56.713832Z,43.036822,-78.877405,89.54,0.55,0.99,178.9,12500.17,0,highway,RAN
D_090,2025-10-04T01:04:56.713832Z,42.990569,-78.991881,31.29,1.37,0.38,306.1,31238.29,0,city,CLR
D_060,2025-10-04T02:47:56.713832Z,43.023316,-78.748043,60.28,-1.1,-1.66,127.7,4223.62,0,rural,CLR
D_056,2025-10-04T02:58:56.713832Z,42.815686,-78.823502,42.06,1.39,-1.6,44.8,27784.16,0,city,CLR
D_064,2025-10-03T22:39:56.713832Z,43.02985,-78.878571,92.91,2.5,0.77,223.8,8863.52,0,highway,CLR
D_006,2025-10-03T22:48:56.713832Z,42.935601,-78.839873,80.4,-3.04,3.56,62.1,46505.8,0,highway,RAN
D_005,2025-10-04T01:05:56.713832Z,43.019591,-78.652231,34.1,1.15,-1.18,191.1,44649.08,0,city,CLR
D_034,2025-10-04T03:02:56.713832Z,42.975163,-78.822661,52.5,0.61,0.01,68.1,17966.03,0,city,CLR
D_053,2025-10-04T01:37:56.713832Z,43.062619,-79.06895,88.05,-0.57,2.47,44.0,26824.13,0,highway,CLR
D_084,2025-10-04T02:18:56.713832Z,42.88574,-78.984145,111.06,-0.62,2.24,46.6,28463.13,0,highway,CLR
D_080,2025-10-04T03:32:56.713832Z,42.746108,-78.814236,34.17,-0.26,-1.94,179.8,10214.74,0,city,CLR
D_065,2025-10-04T02:21:56.713832Z,43.049201,-79.085405,42.69,2.72,1.51,220.4,30280.49,0,city,RAN
D_006,2025-10-04T00:49:56.713832Z,43.111378,-78.762675,91.67,0.46,-2.87,351.8,46635.82,0,highway,CLR
D_034,2025-10-04T00:18:56.713832Z,43.077206,-78.832368,34.79,-0.53,-0.44,248.8,17798.09,0,city,CLR
D_059,2025-10-03T22:52:56.713832Z,42.901272,-78.899589,45.08,2.29,0.88,48.6,38462.0,0,city,CLR
D_013,2025-10-04T03:12:56.713832Z,42.636572,-78.730747,40.05,-1.48,0.28,149.1,40038.87,0,city,CLR
D_047,2025-10-03T22:32:56.713832Z,42.933925,-78.794854,105.46,2.07,0.61,357.1,9202.54,0,highway,RAN
D_073,2025-10-03T22:12:56.713832Z,43.023847,-78.845434,41.29,0.2,-0.69,8.6,45665.56,0,city,CLR
D_014,2025-10-04T03:00:56.713832Z,42.828543,-78.743776,55.83,-0.15,2.55,349.0,10012.91,0,rural,CLR
D_075,2025-10-04T02:00:56.713832Z,43.113188,-78.945217,28.94,-0.78,-2.42,18.3,45362.41,0,city,CLR
D_000,2025-10-04T00:28:56.713832Z,42.972593,-78.830479,96.34,-0.34,-0.06,331.6,14657.08,1,highway,RAN
D_024,2025-10-04T02:42:56.713832Z,42.897496,-78.563457,77.98,-0.85,-2.17,123.8,20360.39,0,rural,RAN
D_019,2025-10-04T02:16:56.713832Z,42.851144,-78.938692,54.19,-0.65,3.35,29.0,9783.07,0,rural,CLR
D_016,2025-10-04T01:19:56.713832Z,42.92553,-79.011647,55.69,1.87,-2.14,90.7,19827.17,0,city,CLR
D_096,2025-10-04T02:24:56.713832Z,43.015061,-78.619218,107.64,2.39,0.16,237.3,23327.19,0,highway,CLR
D_051,2025-10-03T22:46:56.713832Z,42.961844,-78.775201,54.97,-0.86,-3.69,6.8,10029.84,0,city,CLR
D_057,2025-10-04T03:16:56.713832Z,42.642097,-78.977683,80.52,-0.08,0.55,267.7,11841.4,0,rural,CLR
D_005,2025-10-03T22:43:56.713832Z,42.972696,-78.75131,79.33,-1.81,-0.1,240.1,44500.96,0,highway,RAN
D_099,2025-10-04T01:23:56.713832Z,42.838457,-79.051355,83.31,1.37,3.38,135.8,36738.5,0,highway,CLR
D_045,2025-10-04T03:02:56.713832Z,42.815316,-78.830795,87.71,-2.35,-0.77,58.3,45556.54,0,highway,CLR
D_054,2025-10-04T01:26:56.713832Z,42.943537,-79.025529,42.48,-2.84,1.4,328.4,3429.28,0,city,CLR
D_002,2025-10-04T03:29:56.713832Z,43.06805,-78.667007,97.7,-1.56,-0.52,115.9,42283.63,0,highway,CLR
D_099,2025-10-03T22:14:56.713832Z,42.872337,-78.871156,91.28,2.55,-1.28,193.2,36537.24,0,highway,CLR
D_091,2025-10-04T01:02:56.713832Z,43.058788,-78.911455,9.43,-0.85,2.93,278.4,43556.08,0,city,CLR
