driver_id,ts,lat,lon,speed_kph,accel_mps2,brake_mps2,heading_deg,odometer_km,phone_use,road_type,weather_code,hard_brake
D_024,2025-10-05T19:16:58.784328+00:00,42.956589,-78.612818,87.72,-0.54,1.79,76.4,20135.77,0,highway,CLR,0
D_023,2025-10-05T22:04:58.784328+00:00,43.017549,-78.954281,51.36,0.53,-1.57,156.6,20448.34,0,city,CLR,0
D_020,2025-10-05T19:31:58.784328+00:00,43.024063,-78.870345,61.84,2.66,0.98,9.3,5613.96,0,rural,RAN,0
D_024,2025-10-05T19:51:58.784328+00:00,42.881908,-78.604281,79.87,2.63,2.77,37.2,20175.76,0,rural,CLR,0
D_033,2025-10-05T23:22:58.784328+00:00,42.89889,-79.040229,54.37,0.21,0.19,177.3,27788.7,0,rural,CLR,0
D_098,2025-10-05T19:15:58.784328+00:00,43.010628,-78.82089,78.05,-0.38,1.04,96.1,4109.94,0,rural,CLR,0
D_025,2025-10-05T21:16:58.784328+00:00,43.014007,-78.980354,41.72,-0.04,-0.99,326.5,5943.68,0,city,CLR,0
D_005,2025-10-05T18:02:58.784328+00:00,42.943517,-78.804039,112.05,-3.05,-0.14,86.0,44443.75,0,highway,RAN,0
D_041,2025-10-05T23:36:58.784328+00:00,42.967919,-79.001051,44.64,-1.51,-0.65,105.1,4693.45,0,city,CLR,0
D_047,2025-10-05T23:34:58.784328+00:00,43.005817,-78.77921,36.19,1.86,-0.21,170.7,9506.27,1,city,RAN,0
D_003,2025-10-05T19:54:58.784328+00:00,42.91725,-78.96956,53.97,-1.64,-0.26,311.5,37824.65,0,city,RAN,0
D_017,2025-10-05T21:12:58.784328+00:00,43.002086,-78.864842,102.77,-1.18,-1.64,21.5,44113.58,0,highway,CLR,0
D_037,2025-10-05T18:38:58.784328+00:00,42.964506,-79.019545,60.39,-0.1,0.01,227.5,3514.35,0,city,RAN,0
D_061,2025-10-05T22:03:58.784328+00:00,43.007567,-78.798707,89.79,2.03,0.12,147.2,23062.68,0,highway,RAN,0
D_036,2025-10-05T23:38:58.784328+00:00,42.904218,-78.748526,37.35,0.58,2.72,18.3,36544.39,0,city,CLR,0
D_092,2025-10-05T22:07:58.784328+00:00,42.743667,-78.90374,37.03,0.52,-3.23,55.1,12435.9,0,city,CLR,0
D_032,2025-10-05T20:40:58.784328+00:00,43.122199,-78.875704,63.52,1.81,-2.39,218.1,31119.55,0,city,RAN,0
D_083,2025-10-05T23:33:58.784328+00:00,42.955152,-78.555848,29.56,2.27,-2.12,150.3,11219.41,0,city,RAN,0
D_003,2025-10-05T19:31:58.784328+00:00,42.92968,-78.917973,39.88,-0.0,-0.75,355.9,37800.14,0,city,RAN,0
D_081,2025-10-05T22:38:58.784328+00:00,42.919379,-78.651366,47.22,0.1,-2.82,98.8,47459.2,0,city,CLR,0
D_084,2025-10-05T19:08:58.784328+00:00,42.925939,-78.787234,46.77,0.59,-1.89,229.1,28234.6,0,city,RAN,0
D_004,2025-10-05T18:01:58.784328+00:00,42.95789,-78.825099,37.74,0.5,-0.08,18.8,41004.51,0,city,RAN,0
D_076,2025-10-05T22:04:58.784328+00:00,42.992998,-78.96159,38.38,-1.42,-1.36,328.3,30415.16,0,city,CLR,0
D_044,2025-10-05T19:33:58.784328+00:00,43.04446,-78.933584,93.53,-0.95,1.08,65.5,31451.04,0,highway,RAN,0
D_025,2025-10-05T20:37:58.784328+00:00,42.966634,-79.017773,46.54,2.11,-0.92,336.7,5907.02,0,city,CLR,0
D_024,2025-10-05T18:56:58.784328+00:00,42.954342,-78.706412,109.16,-1.23,-0.1,290.1,20113.76,0,highway,RAN,0
D_066,2025-10-05T20:04:58.784328+00:00,42.927014,-78.768193,75.21,-0.03,-0.48,46.6,24301.54,0,highway,CLR,0
D_018,2025-10-05T20:41:58.784328+00:00,42.938755,-78.990873,80.83,0.54,-3.79,230.0,16778.64,0,highway,RAN,0
D_094,2025-10-05T22:48:58.784328+00:00,42.850179,-78.955177,89.06,-2.7,-0.91,29.9,37856.77,0,highway,RAN,0
D_029,2025-10-05T19:46:58.784328+00:00,42.884145,-78.962811,56.12,0.28,2.0,152.7,44560.27,0,city,CLR,0
D_055,2025-10-05T21:10:58.784328+00:00,43.113272,-78.70833,35.27,1.45,-0.71,229.7,22955.75,1,city,CLR,0
D_004,2025-10-05T19:46:58.784328+00:00,42.935766,-78.904329,33.59,0.08,-1.54,347.7,41114.53,0,city,CLR,0
D_029,2025-10-05T23:30:58.784328+00:00,42.912191,-78.792322,98.99,1.09,-1.79,280.3,44791.7,0,highway,RAN,0
D_006,2025-10-05T23:27:58.784328+00:00,43.171367,-78.601019,50.93,-0.87,3.37,110.3,46772.74,0,city,CLR,0
D_000,2025-10-05T18:26:58.784328+00:00,43.061099,-78.763102,68.32,1.42,-2.14,359.7,14507.84,0,rural,CLR,0
D_051,2025-10-05T20:44:58.784328+00:00,42.930574,-78.547719,35.61,0.19,-1.9,246.7,10135.58,0,city,RAN,0
D_003,2025-10-05T19:05:58.784328+00:00,42.9452,-78.865746,62.52,0.56,-1.4,164.5,37772.47,0,rural,CLR,0
D_007,2025-10-05T22:48:58.784328+00:00,43.002452,-78.785784,43.43,-2.17,-3.17,32.2,36465.84,1,city,RAN,0
D_056,2025-10-05T18:17:58.784328+00:00,42.931186,-78.877341,39.04,3.93,1.12,111.9,27464.36,0,city,CLR,0
D_000,2025-10-05T20:12:58.784328+00:00,42.994687,-78.820822,58.79,2.62,-2.15,296.9,14618.69,0,rural,CLR,0
D_049,2025-10-05T18:20:58.784328+00:00,42.938442,-78.839192,91.56,0.38,-0.31,147.8,40100.75,0,highway,CLR,0
D_056,2025-10-05T23:03:58.784328+00:00,42.75719,-78.772535,74.68,-1.33,0.54,122.6,27767.87,0,rural,CLR,0
D_096,2025-10-05T18:02:58.784328+00:00,42.947287,-78.8264,15.47,1.41,-1.53,291.1,23035.45,0,city,CLR,0
D_026,2025-10-05T18:28:58.784328+00:00,42.952897,-78.863103,104.0,-1.96,-2.78,204.7,16159.9,0,highway,CLR,0
D_073,2025-10-05T23:57:58.784328+00:00,42.989943,-78.576214,77.23,-2.53,-0.56,274.3,46002.49,0,highway,CLR,0
D_055,2025-10-05T18:54:58.784328+00:00,43.01135,-78.715191,44.3,-0.3,-4.11,333.5,22798.7,0,city,RAN,0
D_045,2025-10-05T23:01:58.784328+00:00,42.786066,-78.803515,79.08,0.94,0.87,45.0,45538.17,0,rural,CLR,0
D_063,2025-10-05T22:00:58.784328+00:00,42.997438,-79.033536,96.07,2.58,-0.33,33.8,19555.37,0,highway,CLR,0
D_045,2025-10-05T18:45:58.784328+00:00,42.945003,-78.833464,66.31,-0.15,3.41,210.5,45276.61,0,rural,CLR,0
D_065,2025-10-05T21:51:58.784328+00:00,43.059663,-78.856285,29.21,-0.43,0.4,198.4,30226.04,0,city,SNW,0
D_057,2025-10-05T21:46:58.784328+00:00,42.705068,-78.906899,36.94,-0.15,0.59,77.1,11728.85,0,city,CLR,0
D_000,2025-10-05T21:36:58.784328+00:00,42.90167,-78.873084,33.88,-0.88,-0.93,160.7,14713.87,0,city,CLR,0
D_053,2025-10-05T19:05:58.784328+00:00,42.995725,-78.894817,73.92,-3.35,-1.31,57.7,26639.96,0,rural,CLR,0
D_017,2025-10-05T23:40:58.784328+00:00,42.961602,-78.736176,33.33,-1.83,1.91,146.2,44265.82,0,city,SNW,0
D_097,2025-10-05T18:52:58.784328+00:00,43.000471,-78.811014,75.91,0.98,-1.27,326.0,6748.36,0,rural,CLR,0
D_054,2025-10-05T21:39:58.784328+00:00,42.918035,-79.023317,33.27,2.94,-0.75,271.2,3421.54,0,city,CLR,0
D_083,2025-10-05T19:11:58.784328+00:00,43.054703,-78.734885,30.5,-1.04,0.44,188.4,10950.95,0,city,CLR,0
D_024,2025-10-05T22:26:58.784328+00:00,42.977317,-78.635912,37.08,2.73,0.56,302.4,20322.56,0,city,CLR,0
D_002,2025-10-05T22:07:58.784328+00:00,43.056416,-78.766549,92.07,1.88,-2.8,244.3,42178.73,0,highway,CLR,0
D_004,2025-10-05T23:15:58.784328+00:00,42.990467,-78.861282,33.4,-0.61,2.69,251.6,41338.27,0,city,CLR,0
D_086,2025-10-05T22:05:58.784328+00:00,43.024458,-78.506101,90.18,4.9,-1.77,225.6,15638.35,0,highway,CLR,0
D_086,2025-10-05T20:50:58.784328+00:00,42.984587,-78.587342,21.4,1.91,0.24,289.9,15564.82,0,city,RAN,0
D_029,2025-10-05T18:41:58.784328+00:00,42.978242,-78.885271,99.53,0.78,-4.28,287.7,44488.48,0,highway,RAN,0
D_098,2025-10-05T20:24:58.784328+00:00,43.085157,-78.931856,72.66,0.76,1.71,343.4,4180.13,0,rural,CLR,0
D_076,2025-10-05T18:08:58.784328+00:00,42.96903,-78.832228,64.74,-0.91,1.01,124.3,30178.36,0,rural,CLR,0
D_024,2025-10-05T19:18:58.784328+00:00,42.939048,-78.58046,121.48,-0.47,-0.91,138.9,20139.16,0,highway,CLR,0
D_007,2025-10-05T23:15:58.784328+00:00,43.011152,-78.867981,61.18,0.03,-2.39,48.2,36496.04,0,rural,CLR,0
D_049,2025-10-05T23:44:58.784328+00:00,42.92436,-78.737413,99.55,0.23,0.98,51.8,40445.48,0,highway,CLR,0
D_066,2025-10-05T20:47:58.784328+00:00,42.921861,-78.808649,84.5,1.0,-0.43,333.1,24351.46,0,highway,RAN,0
D_052,2025-10-05T21:56:58.784328+00:00,42.880213,-78.844939,90.82,0.62,-0.9,276.3,17285.58,0,highway,CLR,0
D_042,2025-10-05T23:43:58.784328+00:00,43.03819,-78.574327,103.86,-2.06,-0.82,158.8,33049.98,0,highway,CLR,0
D_012,2025-10-05T22:47:58.784328+00:00,42.940534,-79.05409,91.01,-0.96,1.42,305.1,24007.23,0,highway,CLR,0
D_039,2025-10-05T18:54:58.784328+00:00,42.995119,-78.752987,105.16,0.21,-1.76,234.9,49577.74,0,highway,CLR,0
D_062,2025-10-05T20:21:58.784328+00:00,43.036911,-78.897055,38.46,-0.58,1.11,300.5,42607.52,0,city,RAN,0
D_031,2025-10-05T23:20:58.784328+00:00,43.028801,-78.947469,31.1,-2.27,-3.56,32.3,40639.75,0,city,RAN,0
D_093,2025-10-05T20:03:58.784328+00:00,42.990964,-78.850826,36.17,1.53,-0.05,257.2,24370.8,0,city,RAN,0
D_014,2025-10-05T21:54:58.784328+00:00,42.811354,-78.891666,81.93,-0.41,-1.75,256.3,9922.05,0,highway,SNW,0
D_057,2025-10-05T23:48:58.784328+00:00,42.617274,-78.951575,39.26,0.45,-0.36,239.4,11856.27,0,city,CLR,0
D_071,2025-10-05T19:07:58.784328+00:00,42.91112,-78.77117,54.65,0.52,-2.52,171.4,11369.76,0,city,RAN,0
D_082,2025-10-05T23:10:58.784328+00:00,42.975028,-78.808673,113.45,3.31,-0.17,351.2,43910.4,0,highway,CLR,0
D_090,2025-10-05T20:59:58.784328+00:00,42.965438,-78.98026,93.06,0.62,0.97,290.4,31214.89,0,highway,CLR,0
D_086,2025-10-05T21:06:58.784328+00:00,43.007065,-78.550275,33.3,-0.92,-4.22,155.9,15579.94,0,city,CLR,0
D_009,2025-10-05T19:27:58.784328+00:00,42.901715,-78.933338,103.54,-1.52,-0.48,315.6,8523.79,0,highway,CLR,0
D_060,2025-10-05T18:01:58.784328+00:00,42.950569,-78.835955,25.43,1.86,-3.21,330.2,3905.07,0,city,SNW,0
D_062,2025-10-05T23:53:58.784328+00:00,42.975169,-79.002499,22.92,-3.55,-1.37,168.8,42832.79,1,city,RAN,0
D_038,2025-10-05T22:31:58.784328+00:00,43.020147,-78.995162,50.59,0.38,-1.73,262.8,3427.56,0,city,RAN,0
D_029,2025-10-05T21:50:58.784328+00:00,42.930785,-78.985354,62.56,0.04,0.68,327.2,44690.87,0,rural,CLR,0
D_082,2025-10-05T18:33:58.784328+00:00,42.97141,-78.767828,38.54,0.64,-1.38,155.7,43620.6,0,city,SNW,0
D_001,2025-10-05T18:14:58.784328+00:00,42.906399,-78.841975,37.85,0.5,-4.86,6.0,11692.17,0,city,CLR,0
D_066,2025-10-05T19:56:58.784328+00:00,42.936268,-78.814097,87.54,2.22,3.89,32.0,24291.86,0,highway,CLR,0
D_053,2025-10-05T18:39:58.784328+00:00,42.986541,-78.955231,102.22,1.32,-0.26,311.0,26611.67,0,highway,RAN,0
D_070,2025-10-05T21:46:58.784328+00:00,42.875416,-78.87883,38.86,-0.05,1.11,275.1,13888.23,0,city,RAN,0
D_033,2025-10-05T19:13:58.784328+00:00,42.937337,-78.996682,91.29,-0.28,-0.02,259.0,27543.25,0,highway,CLR,0
D_093,2025-10-05T19:24:58.784328+00:00,42.963153,-78.753177,99.78,1.25,2.62,325.8,24330.15,1,highway,CLR,0
D_026,2025-10-05T18:00:58.784328+00:00,42.957436,-78.82522,34.69,-0.34,-1.88,25.9,16132.06,0,city,CLR,0
D_059,2025-10-05T23:11:58.784328+00:00,42.944555,-78.724352,40.68,-0.99,0.22,178.9,38708.25,0,city,RAN,0
D_051,2025-10-05T18:57:58.784328+00:00,42.947715,-78.76853,56.89,3.42,0.14,85.9,10022.56,0,rural,CLR,0
D_061,2025-10-05T23:34:58.784328+00:00,43.138851,-78.619625,92.71,-0.36,-2.48,340.9,23154.86,0,highway,CLR,0
D_057,2025-10-05T21:01:58.784328+00:00,42.738938,-78.906866,19.29,-0.8,1.36,273.5,11681.71,0,city,RAN,0
D_082,2025-10-05T21:35:58.784328+00:00,42.926319,-78.886132,27.88,1.16,-0.08,356.6,43804.9,0,city,CLR,0
D_095,2025-10-05T23:51:58.784328+00:00,42.71689,-78.662928,45.36,-1.68,-2.17,119.7,30865.86,0,city,RAN,0
D_069,2025-10-05T18:50:58.784328+00:00,42.850849,-78.762519,67.31,3.85,-1.24,128.2,19852.71,0,rural,RAN,0
D_006,2025-10-05T18:23:58.784328+00:00,42.88668,-78.855058,43.53,0.08,-3.77,191.6,46461.56,0,city,RAN,0
D_018,2025-10-05T18:45:58.784328+00:00,42.990134,-78.917114,100.48,-0.55,-1.37,325.3,16662.28,0,highway,CLR,0
D_028,2025-10-05T22:51:58.784328+00:00,43.023283,-78.707668,90.25,1.16,0.88,266.2,11938.85,0,highway,CLR,0
D_061,2025-10-05T23:01:58.784328+00:00,43.081877,-78.642447,99.81,0.07,-0.95,154.5,23119.54,0,highway,CLR,0
D_086,2025-10-05T20:14:58.784328+00:00,42.992375,-78.678766,47.42,-0.66,2.52,78.8,15522.96,0,city,CLR,0
D_049,2025-10-05T21:35:58.784328+00:00,42.888382,-78.729192,110.78,2.46,-1.88,167.3,40308.23,0,highway,CLR,0
D_034,2025-10-05T20:11:58.784328+00:00,43.032791,-78.835377,79.37,1.15,1.9,168.2,17772.03,0,highway,CLR,0
D_092,2025-10-05T22:19:58.784328+00:00,42.749449,-78.965005,49.17,0.91,-2.56,155.3,12449.46,0,city,CLR,0
D_025,2025-10-05T22:11:58.784328+00:00,43.039666,-79.029616,84.44,-0.75,-1.25,101.9,5997.31,0,highway,RAN,0
D_086,2025-10-05T20:43:58.784328+00:00,42.981177,-78.554089,52.79,0.28,0.03,140.7,15559.61,0,city,CLR,0
D_038,2025-10-05T23:23:58.784328+00:00,42.933314,-78.968638,82.25,0.14,-0.8,259.1,3485.53,0,highway,CLR,0
D_080,2025-10-05T22:09:58.784328+00:00,42.850313,-78.783636,47.93,-0.06,2.22,240.8,10109.33,0,city,CLR,0
D_036,2025-10-05T18:09:58.784328+00:00,42.948313,-78.887228,87.49,1.0,-0.2,349.4,36202.61,0,highway,RAN,0
D_042,2025-10-05T20:34:58.784328+00:00,42.982742,-78.71922,82.67,1.13,0.23,264.8,32860.11,0,highway,CLR,0
D_039,2025-10-05T19:12:58.784328+00:00,42.962814,-78.756184,8.98,-1.29,-0.58,77.3,49598.33,0,city,RAN,0
D_098,2025-10-05T23:22:58.784328+00:00,43.1874,-78.737699,49.61,2.11,0.11,227.7,4369.33,0,city,CLR,0
D_098,2025-10-05T19:51:58.784328+00:00,43.054263,-78.90457,47.71,1.6,0.79,283.3,4145.77,0,city,CLR,0
D_040,2025-10-05T19:11:58.784328+00:00,43.090101,-78.863835,83.02,1.35,-5.98,277.2,12476.73,0,highway,RAN,0
D_072,2025-10-05T20:59:58.784328+00:00,43.178032,-78.726824,46.93,-0.26,2.56,172.7,30534.29,0,city,CLR,0
D_058,2025-10-05T21:02:58.784328+00:00,42.98344,-79.135564,35.44,0.06,-0.5,257.3,26963.69,0,city,CLR,0
D_032,2025-10-05T18:36:58.784328+00:00,43.034745,-78.869519,98.49,0.25,1.33,315.1,30983.79,0,highway,CLR,0
D_063,2025-10-05T19:08:58.784328+00:00,42.971224,-78.891584,48.74,2.08,0.78,310.6,19367.74,0,rural,CLR,0
D_080,2025-10-05T22:53:58.784328+00:00,42.87727,-78.785161,103.53,-2.23,-2.46,344.8,10156.78,0,highway,CLR,0
D_062,2025-10-05T21:47:58.784328+00:00,42.89465,-79.043295,52.33,1.49,-0.65,342.6,42703.34,0,city,CLR,0
D_090,2025-10-05T22:07:58.784328+00:00,42.938821,-78.997169,37.93,-1.22,-0.44,250.7,31285.91,0,city,CLR,0
D_091,2025-10-05T19:56:58.784328+00:00,43.044096,-78.911343,108.63,-1.14,-3.03,99.2,43472.07,0,highway,CLR,0
D_034,2025-10-05T18:09:58.784328+00:00,42.897975,-78.82832,93.97,-0.72,0.45,151.4,17643.87,0,highway,CLR,0
D_037,2025-10-05T19:59:58.784328+00:00,43.022802,-79.26676,40.29,-0.7,-1.53,238.2,3592.04,0,city,CLR,0
D_007,2025-10-05T20:37:58.784328+00:00,42.975895,-78.802027,44.98,-1.22,-0.66,160.3,36323.8,0,city,CLR,0
D_054,2025-10-05T18:22:58.784328+00:00,42.92458,-78.815886,110.38,1.12,0.65,153.3,3214.1,0,highway,CLR,0
D_069,2025-10-05T19:29:58.784328+00:00,42.854134,-78.865914,53.69,-1.82,-4.21,287.0,19895.35,0,city,CLR,0
D_013,2025-10-05T20:39:58.784328+00:00,42.88148,-78.86889,50.38,-2.11,-1.34,144.8,39862.05,0,city,RAN,0
D_078,2025-10-05T19:56:58.784328+00:00,43.02724,-78.832056,20.26,-2.48,1.65,353.7,2299.88,0,city,CLR,0
D_082,2025-10-05T21:09:58.784328+00:00,42.951394,-78.900146,54.64,-1.77,0.26,56.6,43779.09,0,rural,CLR,0
D_031,2025-10-05T23:53:58.784328+00:00,43.061153,-79.015813,87.61,2.01,3.19,274.4,40676.45,0,highway,CLR,0
D_069,2025-10-05T21:53:58.784328+00:00,43.016168,-78.910408,88.3,-2.97,-0.61,87.3,20049.08,0,highway,RAN,0
D_058,2025-10-05T21:35:58.784328+00:00,43.053459,-79.078336,64.13,-0.56,2.71,46.8,27000.24,0,rural,CLR,0
D_009,2025-10-05T19:06:58.784328+00:00,42.922734,-78.8829,51.8,1.27,-3.39,154.1,8502.96,0,city,RAN,0
D_011,2025-10-05T20:49:58.784328+00:00,42.827885,-78.904285,106.54,0.49,0.83,151.5,31437.11,1,highway,CLR,0
D_035,2025-10-05T19:09:58.784328+00:00,42.997897,-78.629669,54.86,3.8,5.05,140.3,5272.91,0,rural,RAN,0
D_047,2025-10-05T22:33:58.784328+00:00,43.077915,-78.747497,38.99,0.39,-1.82,40.5,9440.3,0,city,RAN,0
D_083,2025-10-05T20:02:58.784328+00:00,43.091794,-78.73792,66.33,1.17,0.17,21.2,11006.97,0,rural,CLR,0
D_031,2025-10-05T22:48:58.784328+00:00,42.990367,-78.909768,68.02,1.31,-1.18,248.4,40608.05,0,rural,CLR,0
D_060,2025-10-05T20:32:58.784328+00:00,43.094251,-78.989274,40.62,0.97,-0.26,329.6,4059.53,0,city,CLR,0
D_067,2025-10-05T23:21:58.784328+00:00,42.976402,-78.669989,49.72,2.43,-0.3,72.4,45404.41,0,city,CLR,0
D_086,2025-10-05T18:09:58.784328+00:00,42.983967,-78.830204,31.08,-1.75,-0.7,358.9,15385.79,0,city,CLR,0
D_056,2025-10-05T18:55:58.784328+00:00,42.917829,-78.889963,31.51,-2.41,-2.12,112.8,27504.46,0,city,CLR,0
D_069,2025-10-05T19:32:58.784328+00:00,42.865059,-78.866576,106.24,-2.18,1.17,334.4,19898.56,0,highway,CLR,0
D_069,2025-10-05T21:32:58.784328+00:00,42.987022,-78.87872,42.41,0.67,0.03,64.1,20027.2,0,city,CLR,0
D_072,2025-10-05T19:36:58.784328+00:00,43.133631,-78.711826,97.16,-0.39,1.55,214.9,30446.66,0,highway,SNW,0
D_014,2025-10-05T21:59:58.784328+00:00,42.830721,-78.883309,46.58,-0.21,-3.4,40.2,9927.14,0,city,RAN,0
D_092,2025-10-05T19:00:58.784328+00:00,42.864428,-78.842341,64.57,-0.32,1.92,333.5,12232.43,1,rural,CLR,0
D_097,2025-10-05T21:56:58.784328+00:00,43.023214,-78.821193,83.35,0.18,0.74,249.2,6946.7,0,rural,CLR,0
D_044,2025-10-05T19:35:58.784328+00:00,43.043578,-78.94753,44.57,1.03,0.32,310.5,31452.6,0,city,CLR,0
D_034,2025-10-05T18:34:58.784328+00:00,42.900559,-78.849636,36.99,0.09,0.77,50.9,17671.99,0,city,RAN,0
D_056,2025-10-05T19:14:58.784328+00:00,42.896046,-78.849005,23.17,-0.08,-0.88,263.1,27526.58,0,city,CLR,0
D_050,2025-10-05T21:05:58.784328+00:00,42.983837,-78.638882,26.4,1.28,-3.14,152.1,10485.37,0,city,CLR,0
D_062,2025-10-05T20:01:58.784328+00:00,43.027326,-78.890708,45.05,-0.83,-0.09,252.5,42590.04,0,city,SNW,0
D_066,2025-10-05T23:16:58.784328+00:00,42.91471,-78.835237,41.5,0.31,1.03,101.8,24505.32,0,rural,CLR,0
D_099,2025-10-05T23:33:58.784328+00:00,42.923941,-79.137942,78.26,-1.79,-1.59,49.3,36865.06,0,highway,CLR,0
D_000,2025-10-05T20:31:58.784328+00:00,42.995248,-78.805324,107.29,0.14,-2.75,252.6,14638.91,0,highway,CLR,0
D_087,2025-10-05T18:39:58.784328+00:00,42.961885,-78.795756,90.54,1.63,0.65,44.8,33488.99,0,highway,CLR,0
D_094,2025-10-05T22:04:58.784328+00:00,42.871369,-78.828627,101.16,-0.16,0.11,168.3,37809.56,0,highway,CLR,0
D_011,2025-10-05T19:33:58.784328+00:00,42.985718,-78.90987,104.56,-0.9,0.62,351.9,31358.36,0,highway,CLR,0
D_044,2025-10-05T19:41:58.784328+00:00,43.058742,-78.970173,60.32,-1.71,1.92,209.1,31458.65,0,rural,CLR,0
D_017,2025-10-05T22:41:58.784328+00:00,42.971684,-78.885652,64.95,-0.85,-1.16,55.4,44205.7,0,rural,RAN,0
D_032,2025-10-05T22:34:58.784328+00:00,43.033631,-78.920149,104.78,1.37,-1.18,326.4,31234.9,0,highway,CLR,0
D_002,2025-10-05T21:27:58.784328+00:00,43.081226,-78.786797,93.52,-0.75,1.63,177.9,42137.61,0,highway,CLR,0
D_092,2025-10-05T18:26:58.784328+00:00,42.894926,-78.861514,47.54,1.48,-1.23,74.1,12199.11,0,city,CLR,0
D_082,2025-10-05T22:01:58.784328+00:00,42.868557,-78.808408,96.91,-1.24,2.33,138.4,43832.97,0,highway,CLR,0
D_055,2025-10-05T18:52:58.784328+00:00,43.012384,-78.716632,41.54,0.21,1.48,94.7,22797.07,0,city,CLR,0
D_050,2025-10-05T23:31:58.784328+00:00,42.919254,-78.796759,90.35,-3.01,1.15,8.8,10640.24,0,highway,SNW,0
D_051,2025-10-05T22:44:58.784328+00:00,42.844579,-78.507672,78.3,-1.31,-1.15,189.2,10264.35,0,highway,CLR,0
D_053,2025-10-05T21:38:58.784328+00:00,43.010794,-79.075964,96.18,0.37,-0.82,229.0,26804.78,0,highway,CLR,0
D_060,2025-10-05T22:49:58.784328+00:00,43.044525,-78.844457,33.58,-0.15,-1.89,269.6,4205.04,0,city,RAN,0
D_060,2025-10-05T20:50:58.784328+00:00,43.114845,-79.010376,104.08,0.57,0.62,84.5,4079.37,0,highway,CLR,0
D_013,2025-10-05T18:14:58.784328+00:00,42.898222,-78.846544,30.67,-0.64,-0.54,353.6,39706.62,0,city,CLR,0
D_089,2025-10-05T22:38:58.784328+00:00,42.665842,-78.844384,27.0,0.48,2.03,144.8,37340.4,1,city,CLR,0
D_081,2025-10-05T21:31:58.784328+00:00,42.959535,-78.593089,88.32,2.08,1.73,62.6,47390.94,0,highway,CLR,0
D_002,2025-10-05T22:53:58.784328+00:00,43.063049,-78.773041,77.97,1.13,-1.83,310.3,42222.63,1,highway,RAN,0
D_010,2025-10-05T21:02:58.784328+00:00,42.801547,-78.887065,87.86,-2.75,0.25,225.5,31282.2,0,highway,CLR,0
D_025,2025-10-05T23:12:58.784328+00:00,43.097961,-79.151412,108.34,-1.07,0.18,307.7,6066.72,0,highway,CLR,0
D_005,2025-10-05T23:28:58.784328+00:00,42.994804,-78.535165,56.01,-1.31,-0.73,232.2,44779.85,0,rural,RAN,0
D_023,2025-10-05T19:39:58.784328+00:00,43.046385,-78.780916,42.73,0.4,0.69,310.2,20291.48,0,city,CLR,0
D_026,2025-10-05T19:06:58.784328+00:00,42.922668,-78.829773,90.89,-0.55,2.22,45.5,16200.21,0,highway,SNW,0
D_085,2025-10-05T23:05:58.784328+00:00,43.069891,-78.652983,57.7,-0.83,0.41,182.5,6152.17,0,city,CLR,0
D_072,2025-10-05T23:18:58.784328+00:00,43.113927,-78.658239,43.16,-0.14,-0.13,76.9,30682.66,0,city,CLR,0
D_005,2025-10-05T21:43:58.784328+00:00,42.985252,-78.640551,57.44,1.97,2.95,112.3,44668.95,0,rural,RAN,0
D_087,2025-10-05T18:50:58.784328+00:00,42.932737,-78.733303,32.05,2.05,-2.72,227.9,33498.08,0,city,CLR,0
D_041,2025-10-05T18:28:58.784328+00:00,42.988652,-78.859786,34.34,-0.91,-0.06,294.3,4371.32,0,city,SNW,0
D_013,2025-10-05T22:38:58.784328+00:00,42.791995,-78.663007,89.98,0.58,1.33,82.3,39981.9,0,highway,RAN,0
D_055,2025-10-05T22:24:58.784328+00:00,43.150631,-78.683203,78.72,0.16,-2.39,356.3,23038.5,0,rural,CLR,0
D_023,2025-10-05T23:16:58.784328+00:00,42.917437,-78.901824,94.41,-2.52,0.44,215.4,20527.73,0,highway,CLR,0
D_023,2025-10-05T21:15:58.784328+00:00,43.064604,-78.914845,78.27,-0.89,-1.69,26.8,20392.26,0,highway,CLR,0
D_071,2025-10-05T23:27:58.784328+00:00,42.755756,-78.849924,97.56,-1.09,1.33,94.6,11644.41,0,highway,CLR,0
D_021,2025-10-05T18:42:58.784328+00:00,42.902595,-78.734107,71.78,3.37,0.07,143.7,28609.79,0,rural,CLR,0
D_082,2025-10-05T23:54:58.784328+00:00,42.985135,-78.773395,72.16,1.28,0.13,10.4,43956.2,0,rural,SNW,0
D_011,2025-10-05T23:22:58.784328+00:00,42.795367,-78.954563,56.47,-1.56,-1.82,148.7,31595.89,0,rural,RAN,0
D_084,2025-10-05T19:08:58.784328+00:00,42.925939,-78.787234,46.77,0.59,-1.89,229.1,28234.6,0,city,RAN,0
D_006,2025-10-05T18:47:58.784328+00:00,42.879925,-78.833827,103.27,0.68,-0.09,161.9,46487.92,0,highway,CLR,0
D_079,2025-10-05T18:19:58.784328+00:00,42.936078,-78.868015,98.46,-2.05,-3.03,332.1,29629.21,0,highway,RAN,0
D_033,2025-10-05T20:29:58.784328+00:00,42.863047,-79.018594,43.03,-1.36,-1.78,171.2,27611.92,0,city,CLR,0
D_005,2025-10-05T20:28:58.784328+00:00,43.104951,-78.655077,36.37,-2.27,0.31,55.0,44591.43,0,city,CLR,0
D_023,2025-10-05T18:56:58.784328+00:00,43.092496,-78.742358,30.35,-0.58,-2.78,97.2,20243.15,0,city,RAN,0
